id,meta,translation
133,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([229], dtype=uint32), 'hy': array([219], dtype=uint32)}}","{'fr': ""Dès qu'il vous plaira."", 'hy': 'Նրանք քեզ ճշմարտությունն ասացին:'}"
134,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([230, 231], dtype=uint32), 'hy': array([220], dtype=uint32)}}","{'fr': ""Des honneurs vous attendent. Afin de n'en perdre point à vouloir les accroître... je suivrai vos conseils."", 'hy': '- Ես նրանց մասին չեմ մտածում, սակայն կարող ենք ժամ հատկացնել և այդ գործից խոսել, եթե հաճես:'}"
135,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([232], dtype=uint32), 'hy': array([222], dtype=uint32)}}","{'fr': 'Bonne nuit, en attendant.', 'hy': 'Գործն այդ քեզ էլ պիտի պատիվ բերի:'}"
136,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([233, 234], dtype=uint32), 'hy': array([223], dtype=uint32)}}","{'fr': 'Merci. A vous aussi.', 'hy': 'Եթե նոր այդ պատիվն իմ ունեցածը կորստի չի մատնի, ապա կլսեմ, չեմ վարանի:'}"
137,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([236, 237], dtype=uint32), 'hy': array([227], dtype=uint32)}}","{'fr': 'Viens. Laisse-toi saisir !', 'hy': 'կոթը դեպի ինձ է ուղղված:'}"
138,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([238], dtype=uint32), 'hy': array([228], dtype=uint32)}}","{'fr': 'Je ne te tiens pas, et je te vois.', 'hy': 'Հիմա դաշույնը ձեռքս կառնեմ:'}"
139,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([239], dtype=uint32), 'hy': array([229], dtype=uint32)}}","{'fr': ""Fatale vision, n'existes-tu pas... pour le toucher comme pour la vue ?"", 'hy': 'Չեղավ, սակայն, դեռ տեսնում եմ այն...'}"
140,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([240], dtype=uint32), 'hy': array([230], dtype=uint32)}}","{'fr': ""Serais-tu arme de l'esprit... création illusoire d'un cerveau enfiévré ?"", 'hy': 'Արդյոք սա չարագուշակ մի տեսի՞լ է, որ հասու է միայն'}"
141,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([241], dtype=uint32), 'hy': array([231, 232, 233], dtype=uint32)}}","{'fr': 'Je te revois pourtant... réelle comme celle que je dégaine.', 'hy': 'աչքին և ոչ` շոշափելիքին: Թե՞ մտքի պատրանք է լոկ. հոգնատանջ ուղեղի ծնունդ` ցնորք:'}"
142,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([242], dtype=uint32), 'hy': array([234], dtype=uint32)}}","{'fr': ""Tu me guides sur le chemin que j'allais prendre... et c'est toi que j'allais utiliser."", 'hy': 'Սակայն, տեսնում եմ ահա այնպես հստակ, ինչպես և այս մեկը, որ հիմա պատյանից եմ հանում:.'}"
143,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([243], dtype=uint32), 'hy': array([235], dtype=uint32)}}","{'fr': 'Mes yeux sont abusés par mes autres sens... ou à eux seuls les égalent tous.', 'hy': 'Դու ինձ ճամփան ես ցուցանում. ուր որ ուզում էի գնալ և այն գործիքը, որով պիտի գործեմ:'}"
144,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([245], dtype=uint32), 'hy': array([236], dtype=uint32)}}","{'fr': ""Mais sur ta lame et ton manche, des gouttes de sang perlent... qui n'y étaient point."", 'hy': 'Աչքե՞րս են արդյոք խաբում մյուս զգայարաններիս, թե՞ հենց նրանք են, որ վեր են ամենից:'}"
145,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([246], dtype=uint32), 'hy': array([237], dtype=uint32)}}","{'fr': ""Cela n'existe pas."", 'hy': 'Ես կրկին տեսնում եմ դաշույնը...'}"
146,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([247], dtype=uint32), 'hy': array([238], dtype=uint32)}}","{'fr': ""C'est la sang lante affai re qu; slannonce a;ns; à mes yeux."", 'hy': 'Եվ շեղբը, և փայտե կոթն ու արյան հետքերը, որ մինչև հիմա չկային:'}"
147,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([248], dtype=uint32), 'hy': array([239, 240, 241], dtype=uint32)}}","{'fr': ""Ef mainfenanf, sur ceffe moifié du monde, Nafure semble morfe... ef Meurfre fléfri, alerfé par le loup, sa senfinelle... donf le hurlemenf annonce l'heure... furfivemenf, avec les enjambées de Tarquin le ravisseur... vers son objef, se glisse comme un fanfôme,"", 'hy': 'Ոչ, նման բան չի կարող լինել: Արյունալի մտադրությունս է, որ աչքերիս այս տեսիլն է բերում:. Հիմա աշխարհի կեսն իր քնում` մեռած է թվում:'}"
148,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([249], dtype=uint32), 'hy': array([243], dtype=uint32)}}","{'fr': ""O foi, sol sûr ef ferme... n'écoufe poinf mes pas, ignore où ils me mènenf... de crainfe que même les pierres ne dénoncenf ma présence,"", 'hy': 'Տարքվինի թաքուն քայլով շարժվում է, որպես ուրու` չար խորհուրդն իր ի կատար ածելու:'}"
149,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([250], dtype=uint32), 'hy': array([244], dtype=uint32)}}","{'fr': ""Ne l'enfends pas !"", 'hy': 'Օհ, երկիր, ամուր ու հաստատ իմ հող, քայլերիս պետք չէ ականջ դնել, զի քարերդ անգամ ` կարող են ինձ մատնել:'}"
150,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([254], dtype=uint32), 'hy': array([246], dtype=uint32)}}","{'fr': 'Paix !', 'hy': 'Ավաղ, վախենում եմ, որ նրանք զարթնեն և գործը դեռ չի ավարտվել:'}"
151,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([255], dtype=uint32), 'hy': array([247], dtype=uint32)}}","{'fr': ""C'esf le hibou... fafal veilleur, qui lance son lugubre bonsoir,"", 'hy': 'Փորձն, այլ ոչ թե գործն է դառնում փորձանք:'}"
152,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([256], dtype=uint32), 'hy': array([249], dtype=uint32)}}","{'fr': 'Mon mari ?', 'hy': 'Բուն կռնչաց.'}"
153,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([260, 261], dtype=uint32), 'hy': array([252], dtype=uint32)}}","{'fr': ""- N'as-tu rien dit ? - En descendant ?"", 'hy': 'Ես գործն արեցի:'}"
154,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([262], dtype=uint32), 'hy': array([253], dtype=uint32)}}","{'fr': '- Qui couche dans la seconde chambre 7.', 'hy': 'Աղմուկ չլսվե՞ց...'}"
155,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([263], dtype=uint32), 'hy': array([254], dtype=uint32)}}","{'fr': '- Donalbain.', 'hy': 'Ես բվի կանչն ու ծղրիդների ձայնը լսեցի:'}"
156,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([264], dtype=uint32), 'hy': array([258], dtype=uint32)}}","{'fr': 'Horrible à voir !', 'hy': 'Այո:'}"
157,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([265], dtype=uint32), 'hy': array([259], dtype=uint32)}}","{'fr': 'Sotte idée de dire Horrible à voir !', 'hy': 'Շշշ... ո՞վ է քնում կողքի սենյակում...'}"
158,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([268], dtype=uint32), 'hy': array([260], dtype=uint32)}}","{'fr': 'Macbeth a tué le sommeil !""', 'hy': 'Ցավագին տեսարան է...'}"
159,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([269], dtype=uint32), 'hy': array([261, 262], dtype=uint32)}}","{'fr': ""Le sommeil innocent... le sommeil qui démêle l'écheveau embrouillé des soucis."", 'hy': 'Փուչ մտքեր են դրանք... Ինձ թվաց, թե ճիչ լսեցի.'}"
160,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([270], dtype=uint32), 'hy': array([263], dtype=uint32)}}","{'fr': 'Où meurt la vie de chaque journée.', 'hy': 'Չքնեք այլևս,'}"
161,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([271, 272], dtype=uint32), 'hy': array([264], dtype=uint32)}}","{'fr': ""Le sommeil, baume de l'esprit malade... grand nourricier du festin de la vie. Le cri appelait la maisonnée:"", 'hy': 'Մակբեթը քունը մորթեց, անմեղ քունը որ խնամքով հոգսերի կծիկն է կծկում.'}"
162,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([273, 274, 275], dtype=uint32), 'hy': array([265], dtype=uint32)}}","{'fr': '""Glamis a tué le sommeil... Cawdor ne dormira donc plus. Macbeth ne dormira plus jamais !""', 'hy': 'այդ ամենօրյա փոքրիկ մահը, տաժանք ու ջանքի լվացարանն ու վիրավոր մտքի սպեղանին, մեր բնության երկրորդ հունն ու սնուցանողը կյանքի խնջույքի:'}"
163,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([276, 277, 278], dtype=uint32), 'hy': array([266], dtype=uint32)}}","{'fr': 'Qui donc aurait crié cela ? Il ne faut pas songer ainsi. Cela nous rendrait fous.', 'hy': 'Ձայնն այդ տնով մեկ ազդարարեց., ""Գլամիսը քունը մորթեց, այդու` Կավդորն իր քնից ընդմիշտ զրկվեց,.'}"
164,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([279], dtype=uint32), 'hy': array([269], dtype=uint32)}}","{'fr': ""Va chercher de l'eau, et lave ce témoignage hideux."", 'hy': 'Արածի վրա պետք չէ խորհել թե չէ` մարդ կարող է ցնորվել:'}"
165,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([280], dtype=uint32), 'hy': array([270], dtype=uint32)}}","{'fr': 'Pourquoi as-tu apporté ces dagues ?', 'hy': 'Եկ, ջուր է պետք, որ ձեռքերիցդ այդ ախտավոր վկայությունը լվանաս, արի...'}"
166,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([283], dtype=uint32), 'hy': array([271], dtype=uint32)}}","{'fr': ""J'ai peur de penser à mon acte, et n'oserais pas le revoir."", 'hy': 'Ինչո՞ւ ես դաշույններն այստեղ բերել:'}"
167,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([284, 285], dtype=uint32), 'hy': array([272], dtype=uint32)}}","{'fr': 'Volonté infirme ! Donne-moi ces dagues.', 'hy': 'Դրանք այնտեղ պիտի մնան:'}"
168,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([286], dtype=uint32), 'hy': array([276], dtype=uint32)}}","{'fr': ""S'il perd son sang... j'en badigeonnerai les visages des valets... pour qu'ils paraissent coupables."", 'hy': 'դաշույններն ինձ տուր:'}"
169,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([289], dtype=uint32), 'hy': array([279], dtype=uint32)}}","{'fr': 'Que sont ces mains ?', 'hy': 'Ինչպե՞ս է, որ ամեն ձայնից, ես սոսկումով վեր եմ թռչում:'}"
170,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([293], dtype=uint32), 'hy': array([280, 281, 282], dtype=uint32)}}","{'fr': ""C'est ma main plutôt... qui rougira toute l'eau des mers... dont le vert deviendra pourpre."", 'hy': 'Ախ, այս ձեռքերը. նրանց տեսքից աչքերս իրենց տեղիղ դուրս են թռչում: Մեծն Նեպտունի բոլոր օվկիաններն արդյոք կբավե՞ն, որ ձեռքերիցս այս արյունը մաքրվի:'}"
171,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([294, 295], dtype=uint32), 'hy': array([283], dtype=uint32)}}","{'fr': ""Mes mains sont de la même couleur. Mais je me mépriserais d'avoir un coeur aussi blême."", 'hy': 'Ոչ. ավելի շուտ իմ ձեռքերը բյուր ծովերի զմրուխտը կդարձնեն բոսոր:'}"
172,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([296], dtype=uint32), 'hy': array([284], dtype=uint32)}}","{'fr': ""Un peu d'eau nous lave de cet acte."", 'hy': 'Ձեռքերն իմ նույն գույնի են,'}"
173,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([297], dtype=uint32), 'hy': array([285], dtype=uint32)}}","{'fr': 'Comme tout devient facile !', 'hy': 'բայց կամաչեմ, որ սիրտն իմ քոնի պես սպիտակ դառնա:'}"
174,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([298, 299], dtype=uint32), 'hy': array([287], dtype=uint32)}}","{'fr': 'Allons dans notre chambre. Passez une robe de nuit.', 'hy': 'Առավել պարզ է ամեն ինչ.'}"
175,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([301, 302], dtype=uint32), 'hy': array([288], dtype=uint32)}}","{'fr': ""Savoir ce que j'ai fait... Mieux vaudrait ignorer que j'existe."", 'hy': 'հիմա գնանք մեր ննջարան:'}"
176,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([303], dtype=uint32), 'hy': array([291], dtype=uint32)}}","{'fr': 'Réveille donc Duncan !', 'hy': 'Եվ ծանր խոհերին այդպես խղճահար մի տրվիր:'}"
177,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([304], dtype=uint32), 'hy': array([292], dtype=uint32)}}","{'fr': 'Si seulement je pouvais...', 'hy': 'Իմ արածը չհիշելու համար ուրախ կլինեի ինքս ինձ էլ չհիշել:'}"
178,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([305], dtype=uint32), 'hy': array([294], dtype=uint32)}}","{'fr': ""Voilà qui s'appelle frapper !"", 'hy': 'Երանի չէ՞ր` արթնացնեիր:'}"
179,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([307], dtype=uint32), 'hy': array([295], dtype=uint32)}}","{'fr': 'Qui va là, de par Belzébuth ?', 'hy': 'Այ քեզ թակո~ց...'}"
180,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([308, 309], dtype=uint32), 'hy': array([297], dtype=uint32)}}","{'fr': ""Frappe, frappe ! Qui va là, de par l'autre diable ?"", 'hy': 'Ո՞վ կա այդտեղ, հանուն Բեեղզեբուղի:'}"
181,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([313, 314], dtype=uint32), 'hy': array([298], dtype=uint32)}}","{'fr': ""Un qui, par chemin de primevères, s'en va au feu de joie éternel ? Je ne veux plus être portier du diable !"", 'hy': 'Թըխկ-թըխկ. ո՞վ է, երդվում եմ մեկ ուրիշ դևով... թըխկ-թըխկ-թըխկ. հանգիստ չկա :'}"
182,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([315], dtype=uint32), 'hy': array([300], dtype=uint32)}}","{'fr': ""Il fait trop froid pour l'enfer !"", 'hy': 'մեկը նրանցից, որ ծաղկուն ճամփով գնում է դեպի հավիտյան բոցավառ խարո՞ւյկ:'}"
183,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([316], dtype=uint32), 'hy': array([301, 302], dtype=uint32)}}","{'fr': ""Tu t'es couché bien tard, ami, pour traîner encore au lit ?"", 'hy': 'Չէ, ես հրաժարվում եմ դժոխքի դռնապան լինելուց. դժոխն էսպես ցուրտ կլինի՞...'}"
184,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([317], dtype=uint32), 'hy': array([303], dtype=uint32)}}","{'fr': ""Nous avons, Messire, festoyé jusqu'au deuxième chant du coq."", 'hy': 'Հիմա, հիմա:'}"
185,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([319, 320], dtype=uint32), 'hy': array([304], dtype=uint32)}}","{'fr': '- Lesquelles ? - Nez cramoisi, sommeil et urine.', 'hy': 'Դու այդքան ո՞ւշ ես քնել, որ մինչև հիմա քնած ես դեռ:'}"
186,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([321], dtype=uint32), 'hy': array([305], dtype=uint32)}}","{'fr': 'La paillardise, Messire, boire la provoque et déprovoque.', 'hy': 'Ճիշտն ասեմ, պարոն, մինչև երկրորդ աքլորականչ` մենք կոնծում էինք:'}"
187,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([322], dtype=uint32), 'hy': array([306, 307], dtype=uint32)}}","{'fr': ""Ça provoque le désir mais retire l'accomplissement."", 'hy': 'Իսկ խմիչքը, պարոն, դրդում է երեք բանի: Ի՞նչ բաներ են դրանք:'}"
188,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([323], dtype=uint32), 'hy': array([308, 309], dtype=uint32)}}","{'fr': ""Boire fait l'homme et le défait, Ie pousse... et le retient, l'encourage et le décourage... bande ses forces et les débande."", 'hy': '- Ասեմ, պարոն. քթի կարմրություն, քնատություն և շատ մեզ: Իսկ շնության համար, ասեմ, պարոն. թե դրդում է, թե արգելում է, քանի որ ցանկություն է բորբոքում, սակայն, ի կատար ածումն է արգելակում:'}"
189,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([324, 325, 326], dtype=uint32), 'hy': array([310], dtype=uint32)}}","{'fr': ""- Boire t'a frappé fort, hier ! - En pleine gorge ! - Ton maître est éveillé ?"", 'hy': 'Թե `սարքում, թե` քանդում, թե` ոտի հանում, թե` գցում, թե` համոզում, թե` վհատեցնում.'}"
190,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([328, 329], dtype=uint32), 'hy': array([311], dtype=uint32)}}","{'fr': '- Le Roi est-il éveillé, noble baron ? - Pas encore.', 'hy': 'մեկ վեր է հանում, մեկ` տապալում:'}"
191,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([330], dtype=uint32), 'hy': array([312], dtype=uint32)}}","{'fr': ""Il m'avait commandé de venir tôt."", 'hy': '- Ինձ թվում է, որ խմիչքը քո գլխին երեկ լավ խաղ է խաղացել:'}"
192,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([331], dtype=uint32), 'hy': array([313], dtype=uint32)}}","{'fr': ""J'ai presque passé l'heure."", 'hy': '- Այո, պարոն,'}"
193,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([332], dtype=uint32), 'hy': array([315], dtype=uint32)}}","{'fr': 'Je vous conduis à lui.', 'hy': '- Բարի լույս:'}"
194,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([335, 336], dtype=uint32), 'hy': array([321], dtype=uint32)}}","{'fr': ""- Le Roi repart aujourd'hui ? - C'est ce qu'il a décidé."", 'hy': 'Ահա դուռը:'}"
195,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([337], dtype=uint32), 'hy': array([322, 323], dtype=uint32)}}","{'fr': ""C'était une nuit déchaînée."", 'hy': 'Ես կհանդգնեմ մտնել` ասելով. իմ ծառայության բնույթն այս է'}"
196,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([339], dtype=uint32), 'hy': array([324], dtype=uint32)}}","{'fr': ""Certains ont entendu l'air gémir, portant d'étranges cris de mort."", 'hy': '- Արքան այսօր մեկնելու՞ է:'}"
197,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([340], dtype=uint32), 'hy': array([325], dtype=uint32)}}","{'fr': ""D'autres ont senti le sol trembler."", 'hy': '- Այդպես էր ուզում...'}"
198,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([341], dtype=uint32), 'hy': array([326, 327], dtype=uint32)}}","{'fr': '- Ce fut une rude nuit.', 'hy': 'Կատաղի փոթորիկ էր անցած գիշեր. այնտեղ, ուր մենք էինք, ծխնելույզները հողմից ընկան:'}"
199,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([342, 343, 344], dtype=uint32), 'hy': array([328], dtype=uint32)}}","{'fr': ""- Horreur ! Horreur ! Le chaos a accompli son chef-d'oeuvre !"", 'hy': 'Մարդիկ օդում աղեկտուր ողբի կանչ են լսել լսել և մահագույժ տարօրինակ ձայներ:'}"
200,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([345], dtype=uint32), 'hy': array([329], dtype=uint32)}}","{'fr': 'Le Temple consacré est profané.', 'hy': 'Ասում են, որ նույնիսկ երկիրն է տենդագին դողի մեջ եղել:'}"
201,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([346], dtype=uint32), 'hy': array([330], dtype=uint32)}}","{'fr': 'Volée, la vie du sanctuaire !', 'hy': '- Այո, ահեղ գիշեր էր:'}"
202,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([347], dtype=uint32), 'hy': array([331], dtype=uint32)}}","{'fr': '- Que voulez-vous dire ?', 'hy': '- Սարսափ, օհ, սարսափ, ինչ սարսափ...'}"
203,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([348, 349], dtype=uint32), 'hy': array([332], dtype=uint32)}}","{'fr': '- Parlez-vous de Sa Majesté ? Ne me le demandez pas.', 'hy': 'Խառանկչությունն իր գլուխգործոցն է արարել:'}"
204,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([350], dtype=uint32), 'hy': array([333], dtype=uint32)}}","{'fr': 'Voyez vous-mêmes !', 'hy': 'Պիղծ սպանությունը ջարդել-մտել է Տիրոջ օծյալ տաճարն ու նրանից կենդանի շունչը գողացել:'}"
205,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([351], dtype=uint32), 'hy': array([334], dtype=uint32)}}","{'fr': 'Debout !', 'hy': '- Ի՞նչ կյանքի մասին ես ասում:'}"
206,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([352], dtype=uint32), 'hy': array([335, 336], dtype=uint32)}}","{'fr': ""Qu'on sonne le tocsin !"", 'hy': '- Արքայի մասի՞ն ես ասում: Մի հարցրեք այլևս.'}"
207,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([354], dtype=uint32), 'hy': array([337], dtype=uint32)}}","{'fr': 'Assassinat et trahison !', 'hy': 'ինքներդ մտեք ու հետո խոսեք:'}"
208,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([355, 356, 357], dtype=uint32), 'hy': array([338], dtype=uint32)}}","{'fr': 'Malcolm et Donalbain ! Banquo, debout ! Chassez ce doux sommeil, parodie de la mort.', 'hy': 'Զարթնեք, զարթնե;ք. արթնության կոչնակ զարկեք:'}"
209,"{'year': 1971, 'imdbId': 67372, 'subtitleId': {'fr': 3693493, 'hy': 6711716}, 'sentenceIds': {'fr': array([358, 359], dtype=uint32), 'hy': array([339], dtype=uint32)}}","{'fr': 'Voyez la mort réelle. Debout !', 'hy': 'Դավ ու սպանություն է եղել...'}"
