id,meta,translation
3292,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([489], dtype=uint32), 'eo': array([561], dtype=uint32)}}","{'bs': 'To je baš lepo.', 'eo': 'Tio estas belega.'}"
3293,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([490], dtype=uint32), 'eo': array([562], dtype=uint32)}}","{'bs': 'Klarisa je danas dolazila u školu.', 'eo': 'Klarisa hodiaŭ estis en la lernejo.'}"
3294,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([491], dtype=uint32), 'eo': array([563], dtype=uint32)}}","{'bs': 'Ni ja nisam znala da će doći.', 'eo': 'Ankaŭ mi ne sciis, ke ŝi estas ĉi tie.'}"
3295,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([492], dtype=uint32), 'eo': array([564], dtype=uint32)}}","{'bs': 'Još malo pa joj je rođendan.', 'eo': 'Baldaŭ estos ŝia naskiĝtago.'}"
3296,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([493], dtype=uint32), 'eo': array([565], dtype=uint32)}}","{'bs': 'Deda hoće sve da nas izvede na večeru.', 'eo': 'Avo volas inviti nin ĉiujn al manĝado.'}"
3297,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([494], dtype=uint32), 'eo': array([566, 567], dtype=uint32)}}","{'bs': 'Molim te, tata, hajde sa nama?', 'eo': 'Mi petas vin! Venu, paĉjo.'}"
3298,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([495], dtype=uint32), 'eo': array([568], dtype=uint32)}}","{'bs': 'Meni za ljubav.', 'eo': 'Pro mi.'}"
3299,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([496], dtype=uint32), 'eo': array([569, 570], dtype=uint32)}}","{'bs': 'Prase jedno!', 'eo': '- Fi! Vi porketo!'}"
3300,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([497], dtype=uint32), 'eo': array([571], dtype=uint32)}}","{'bs': '-To je samo čokolada.', 'eo': '- Estas nur ĉokolado.'}"
3301,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([498], dtype=uint32), 'eo': array([572], dtype=uint32)}}","{'bs': 'Pre večere?', 'eo': '- Ĉu antaŭ la manĝado?'}"
3302,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([499], dtype=uint32), 'eo': array([573], dtype=uint32)}}","{'bs': '-Betina me častila.', 'eo': '- Betina nin regalis.'}"
3303,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([500], dtype=uint32), 'eo': array([574], dtype=uint32)}}","{'bs': 'Betina večeras ovde spava.', 'eo': 'Betina hodiaŭ tranoktos ĉe ni.'}"
3304,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([501], dtype=uint32), 'eo': array([575], dtype=uint32)}}","{'bs': 'Roditelji su joj negde otišli.', 'eo': 'Ŝiaj gepatroj forestos.'}"
3305,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([502], dtype=uint32), 'eo': array([576, 577], dtype=uint32)}}","{'bs': 'Možemo li da sviramo klarinet?', 'eo': '- Ĉu ni donos al ni vian klarneton? - Eĉ ne pensu pri tio!'}"
3306,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([503, 504, 505], dtype=uint32), 'eo': array([578], dtype=uint32)}}","{'bs': '-Nema šanse! Zašto? Bojiš se da ću ti ga polomiti?', 'eo': 'Ĉu vi timas, ke mi rompos ĝin?'}"
3307,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([506], dtype=uint32), 'eo': array([579], dtype=uint32)}}","{'bs': 'Jesi li postavila sto?', 'eo': 'Ĉu vi jam pretigis la tablon?'}"
3308,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([507], dtype=uint32), 'eo': array([580], dtype=uint32)}}","{'bs': 'Daj mi da pokažem Betini.', 'eo': 'Mi ja nur volas montri ĝin al Betina.'}"
3309,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([508], dtype=uint32), 'eo': array([581], dtype=uint32)}}","{'bs': 'Molim te!', 'eo': 'Ĉesu!'}"
3310,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([509], dtype=uint32), 'eo': array([582], dtype=uint32)}}","{'bs': 'Prestani!', 'eo': 'Vi ne ricevos ĝin!'}"
3311,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([510, 511], dtype=uint32), 'eo': array([583], dtype=uint32)}}","{'bs': 'Nećeš ga dobiti. Ako ti je dosadno, idi u kuhinju i pomozi mami.', 'eo': 'Se vi enuas, helpu panjon en la kuirejo.'}"
3312,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([512], dtype=uint32), 'eo': array([584], dtype=uint32)}}","{'bs': 'I ne treba mi taj tvoj glupavi klarinet.', 'eo': 'Mi tute ne volas vian trumpetaĉon!'}"
3313,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([513], dtype=uint32), 'eo': array([585], dtype=uint32)}}","{'bs': 'Ionako svima ideš na živce sa tom svojom muzikom.', 'eo': 'Via muziko ĉiukaze nervozigas ĉiujn!'}"
3314,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([514], dtype=uint32), 'eo': array([586], dtype=uint32)}}","{'bs': 'Čuješ li ti to?', 'eo': 'Ĉu vi aŭdas tion?'}"
3315,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([515], dtype=uint32), 'eo': array([587], dtype=uint32)}}","{'bs': 'I tako po ceo dan.', 'eo': 'Tiel estas dum la tuta tago!'}"
3316,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([516], dtype=uint32), 'eo': array([588, 589], dtype=uint32)}}","{'bs': 'Ne mogu više da podnesem!', 'eo': 'Min tedegas tiu ĉia ludaĉo. Eh!'}"
3317,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([517], dtype=uint32), 'eo': array([590], dtype=uint32)}}","{'bs': 'Dođi.', 'eo': 'Ĉit, venu!'}"
3318,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([518], dtype=uint32), 'eo': array([591], dtype=uint32)}}","{'bs': 'Hajde sad!', 'eo': 'Ek, faru!'}"
3319,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([519], dtype=uint32), 'eo': array([592, 593], dtype=uint32)}}","{'bs': 'Jao, mama!', 'eo': 'Aŭ, panjo! Aŭ, aŭ!'}"
3320,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([520], dtype=uint32), 'eo': array([594], dtype=uint32)}}","{'bs': 'Jao!', 'eo': 'Helpon!'}"
3321,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([522], dtype=uint32), 'eo': array([595, 596, 597], dtype=uint32)}}","{'bs': 'Ništa.', 'eo': 'Aŭ! Aŭ! Nenia reago.'}"
3322,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([523, 524], dtype=uint32), 'eo': array([598], dtype=uint32)}}","{'bs': 'Glasnije! Hajde, požuri!', 'eo': 'Pli laŭte, rapidu!'}"
3323,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([525], dtype=uint32), 'eo': array([600, 601], dtype=uint32)}}","{'bs': 'Jao!', 'eo': 'Aŭ, panjo! Aŭ!'}"
3324,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([526], dtype=uint32), 'eo': array([602], dtype=uint32)}}","{'bs': 'Mama!', 'eo': 'Helpon!'}"
3325,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([527], dtype=uint32), 'eo': array([603, 604, 605], dtype=uint32)}}","{'bs': 'Upomoć!', 'eo': 'Aŭ! Aŭ, panjo! Aŭ!'}"
3326,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([528], dtype=uint32), 'eo': array([607, 608], dtype=uint32)}}","{'bs': 'Šta ti je Mari?', 'eo': 'Manjo! Ĉu doloras?'}"
3327,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([530], dtype=uint32), 'eo': array([609], dtype=uint32)}}","{'bs': 'U čemu je stvar?', 'eo': 'Kion signifas tio?'}"
3328,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([531], dtype=uint32), 'eo': array([610], dtype=uint32)}}","{'bs': 'Betina ne veruje da su mama i tata gluvi.', 'eo': 'Betina opinias, ke niaj gepatroj eble ne vere estas surdaj.'}"
3329,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([532], dtype=uint32), 'eo': array([611], dtype=uint32)}}","{'bs': 'Možda su oni neki špijuni koji su došli ovamo da nas posmatraju.', 'eo': 'Ili estas spionoj, kiujn iu sendis al ni por observi nin.'}"
3330,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([533], dtype=uint32), 'eo': array([612], dtype=uint32)}}","{'bs': 'Samo smo isprobavali mamu.', 'eo': 'Ni ĵus testis panjon!'}"
3331,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([534], dtype=uint32), 'eo': array([613], dtype=uint32)}}","{'bs': 'Jeste li vas dve normalne?', 'eo': 'Ĉu vi tute freneziĝis?'}"
3332,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([535], dtype=uint32), 'eo': array([614, 615], dtype=uint32)}}","{'bs': 'Kako vas nije sramota?', 'eo': '- Ĉu vi ne hontas? - Ne, kial do?'}"
3333,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([536], dtype=uint32), 'eo': array([616], dtype=uint32)}}","{'bs': '-Čega?', 'eo': 'Lara!'}"
3334,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([537], dtype=uint32), 'eo': array([617], dtype=uint32)}}","{'bs': 'Misli da je to smešno.', 'eo': 'Tio amuzas ŝin.'}"
3335,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([538], dtype=uint32), 'eo': array([618], dtype=uint32)}}","{'bs': 'I ona je pravila razne gluposti kad je bila mala.', 'eo': 'Ankau ŝi kiel infano ĉiam imagis tiajn strangaĵojn.'}"
3336,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([539, 540], dtype=uint32), 'eo': array([620], dtype=uint32)}}","{'bs': 'Vidiš? Ni ona ne vidi ništa loše u tome.', 'eo': 'Jen, ŝi ne koleris!'}"
3337,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([541], dtype=uint32), 'eo': array([621], dtype=uint32)}}","{'bs': 'Ti moraš stalno da budeš ljuta.', 'eo': 'Nur vi denove kverelas.'}"
3338,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([542], dtype=uint32), 'eo': array([622], dtype=uint32)}}","{'bs': 'Evo ti, idi sviraj svoj glupi klarinet.', 'eo': 'Plu ludaĉu vian stultan klarneton!'}"
3339,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([543], dtype=uint32), 'eo': array([623], dtype=uint32)}}","{'bs': 'Budi srećna što imaš uši pa možeš da slušaš taj glupi klarinet.', 'eo': 'Ĝoju, ke vi havas orelojn, per kiuj vi povas aŭdi mian stultan klarneton.'}"
3340,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([544], dtype=uint32), 'eo': array([624], dtype=uint32)}}","{'bs': 'Tata ne voli tvoju muziku iako ništa ne čuje.', 'eo': 'Paĉjo ne aŭdas, sed ankaŭ li malamas vian muzikon!'}"
3341,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([545], dtype=uint32), 'eo': array([625], dtype=uint32)}}","{'bs': 'Mogu ja i da se iselim ako hoćete.', 'eo': 'Mi ja povas transloĝiĝi.'}"
3342,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([546], dtype=uint32), 'eo': array([626], dtype=uint32)}}","{'bs': 'Baš da vidim šta ćete onda.', 'eo': 'Tiam vi stulte gapos!'}"
3343,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([547], dtype=uint32), 'eo': array([627], dtype=uint32)}}","{'bs': 'Kako napreduje tvoj posao sa dečicom?', 'eo': 'Kio pri la laboro kun la infanoj?'}"
3344,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([548], dtype=uint32), 'eo': array([628], dtype=uint32)}}","{'bs': 'Mislim da ću prestati da držim časove.', 'eo': 'Supozeble mi ĉesos instrui.'}"
3345,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([549], dtype=uint32), 'eo': array([629], dtype=uint32)}}","{'bs': 'Ali ona Kelerova devojčica je baš napredovala sa tobom.', 'eo': 'Sed la knabino de Keller ja brile progresas.'}"
3346,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([550], dtype=uint32), 'eo': array([630], dtype=uint32)}}","{'bs': 'Pre mesec dana se cela porodica preselila u Frankfurt.', 'eo': 'Julia antaŭ unu monato transloĝiĝis al Frankfurto kun siaj gepatroj.'}"
3347,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([551], dtype=uint32), 'eo': array([631], dtype=uint32)}}","{'bs': 'Ostala deca nisu nešto preterano zainteresovana.', 'eo': 'La aliaj ne havas veran intereson.'}"
3348,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([552], dtype=uint32), 'eo': array([632], dtype=uint32)}}","{'bs': 'Šteta.', 'eo': 'Tio enuigas.'}"
3349,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([553], dtype=uint32), 'eo': array([633, 634], dtype=uint32)}}","{'bs': 'Šta ti misliš o tome, Gregore?', 'eo': 'Do, kion vi dirus pri tio, Gregoro! Ĉu mi?'}"
3350,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([554, 555], dtype=uint32), 'eo': array([635], dtype=uint32)}}","{'bs': 'Ja? Da, naravno da je talentovana.', 'eo': 'Eh, ŝi kompreneble havas talenton.'}"
3351,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([556], dtype=uint32), 'eo': array([636, 637], dtype=uint32)}}","{'bs': 'Deca su luda za njom, ali ako ona ne želi da...', 'eo': 'La infanoj freneze amas ŝin. Sed se ŝi ne plu emas...'}"
3352,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([557], dtype=uint32), 'eo': array([638, 639], dtype=uint32)}}","{'bs': 'Ne možeš u životu raditi samo ono što voliš.', 'eo': 'Sed vi ne povas decidi pri via tuta vivo laŭ la principo de emo kaj malemo. Ion vi ja devas fari!'}"
3353,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([558], dtype=uint32), 'eo': array([640], dtype=uint32)}}","{'bs': 'Moraš da radiš još nešto, a ne samo da trošiš muževljev novac.', 'eo': 'Aŭ ĉu vi nur elspezos la monon de Gregoro?'}"
3354,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([559, 560], dtype=uint32), 'eo': array([641], dtype=uint32)}}","{'bs': 'To, uopšte nije fer. Oduvek sam zarađivala za život.', 'eo': 'Mi ĉiam perlaboris mian propran monon.'}"
3355,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([561], dtype=uint32), 'eo': array([643], dtype=uint32)}}","{'bs': 'Jesi, ali kako?', 'eo': 'Per kio?'}"
3356,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([562], dtype=uint32), 'eo': array([644], dtype=uint32)}}","{'bs': 'Žao mi je što nisam ispunila tvoja očekivanja, tata.', 'eo': 'Mi bedaŭras, ke mi ne plenumis viajn atendojn, paĉjo.'}"
3357,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([563], dtype=uint32), 'eo': array([645], dtype=uint32)}}","{'bs': 'Ovde se ne radi o novcu.', 'eo': 'Mono vere ne estas la temo.'}"
3358,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([564], dtype=uint32), 'eo': array([646, 647], dtype=uint32)}}","{'bs': 'Prestanite da se svađate, molim vas.', 'eo': 'Ĉesigu la kvereladon! - La sukeron mi petas, Lili.'}"
3359,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([565], dtype=uint32), 'eo': array([648], dtype=uint32)}}","{'bs': 'Na kraju krajeva, ovo je Klarisin rođendan.', 'eo': '- Estas la naskiĝtago de Klarisa!'}"
3360,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([566], dtype=uint32), 'eo': array([649, 650], dtype=uint32)}}","{'bs': ""'Na kraju krajeva, ovo je Božić'."", 'eo': 'Kristnasko! Naskiĝtago!'}"
3361,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([567], dtype=uint32), 'eo': array([651], dtype=uint32)}}","{'bs': 'Nisam ja kriv što se viđamo samo za praznike.', 'eo': 'Ĉu mi kulpas, ke ni renkontiĝas ĉiam nur dum tiuj stultaj festotagoj!'}"
3362,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([568], dtype=uint32), 'eo': array([652], dtype=uint32)}}","{'bs': 'Ali, ne moramo uvek da pričamo o istim stvarima.', 'eo': 'Ni ja ne devas ĉiam paroli pri la samaj temoj.'}"
3363,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([569], dtype=uint32), 'eo': array([653], dtype=uint32)}}","{'bs': 'A o čemu bi ti da pričamo?', 'eo': 'Sed pri kio anstataŭe?'}"
3364,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([570, 571], dtype=uint32), 'eo': array([654], dtype=uint32)}}","{'bs': 'Da pričamo? Ti ponižavaš?', 'eo': 'Laŭ mi tio ne estas normala konversacio.'}"
3365,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([572, 573], dtype=uint32), 'eo': array([655], dtype=uint32)}}","{'bs': '-Ponižavam? -Izvini... možeš da doneseš tortu?', 'eo': 'Sed pri tio ni ja jam paroladis.'}"
3366,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([574], dtype=uint32), 'eo': array([656], dtype=uint32)}}","{'bs': 'Da imaš decu ili porodicu...', 'eo': 'Se vi havus infanojn, familion...'}"
3367,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([575], dtype=uint32), 'eo': array([657], dtype=uint32)}}","{'bs': 'Šta ti radiš po ceo dan?', 'eo': 'Kion vi farus dum la tuta tago?'}"
3368,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([576], dtype=uint32), 'eo': array([659], dtype=uint32)}}","{'bs': 'Čisti.', 'eo': '- Jes, ĝuste.'}"
3369,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([577], dtype=uint32), 'eo': array([660], dtype=uint32)}}","{'bs': '-Tako je...', 'eo': 'Mi purigus.'}"
3370,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([578, 579], dtype=uint32), 'eo': array([661], dtype=uint32)}}","{'bs': 'čistim. Čistiš?', 'eo': 'Vi purigus.'}"
3371,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([580], dtype=uint32), 'eo': array([662], dtype=uint32)}}","{'bs': 'Tako...', 'eo': 'Aha.'}"
3372,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([581], dtype=uint32), 'eo': array([663], dtype=uint32)}}","{'bs': 'Imaće šta da radi kad Lara dođe na leto kod nas.', 'eo': 'Nu, en somero ŝi havos sufiĉe da laboro, kiam Lara loĝos ĉe ni.'}"
3373,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([582], dtype=uint32), 'eo': array([665], dtype=uint32)}}","{'bs': 'Mari?', 'eo': '- Kio?'}"
3374,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([583], dtype=uint32), 'eo': array([666], dtype=uint32)}}","{'bs': '-Molim?', 'eo': '- Lara loĝos ĉe vi?'}"
3375,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([584], dtype=uint32), 'eo': array([667, 668], dtype=uint32)}}","{'bs': 'Lara će biti kod vas?', 'eo': '- Ĉu? Vi ankoaraŭ ne menciis tion?'}"
3376,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([586], dtype=uint32), 'eo': array([669, 670], dtype=uint32)}}","{'bs': 'Izvinite... mislio sam da je to već rešeno.', 'eo': 'Pardonu. Mi pensis, ke la afero estas priparolita.'}"
3377,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([587], dtype=uint32), 'eo': array([671], dtype=uint32)}}","{'bs': 'O čemu vi to pričate?', 'eo': 'Pri kio vi parolas?'}"
3378,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([588], dtype=uint32), 'eo': array([672], dtype=uint32)}}","{'bs': 'Nemojte nas držati u neznanju.', 'eo': 'Do, ne eterne atendigu nin!'}"
3379,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([589], dtype=uint32), 'eo': array([673, 674], dtype=uint32)}}","{'bs': 'Šta vi to krijete od nas?', 'eo': '- Kial tia sekretumado? - Feliĉan naskiĝtagon al vi.'}"
3380,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([591], dtype=uint32), 'eo': array([675], dtype=uint32)}}","{'bs': 'Šta nam to Lara nije rekla?', 'eo': '- Kion Lara ankoraŭ ne menciis?'}"
3381,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([592], dtype=uint32), 'eo': array([676], dtype=uint32)}}","{'bs': '-Pusti ja da im kažem, Klarisa...', 'eo': '- Mi preferus mem diri.'}"
3382,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([593], dtype=uint32), 'eo': array([677, 678], dtype=uint32)}}","{'bs': 'Vidiš da se plašiš.', 'eo': 'Vi ja neniam kuraĝos. Do:'}"
3383,"{'year': 1996, 'imdbId': 116692, 'subtitleId': {'bs': 5388441, 'eo': 5818474}, 'sentenceIds': {'bs': array([594], dtype=uint32), 'eo': array([679], dtype=uint32)}}","{'bs': 'Lara će provesti leto sa mnom.', 'eo': 'dum la somero Lara loĝos ĉe ni.'}"
